brand,processor_brand,processor_name,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,Touchscreen,msoffice,latest_price,star_rating
ASUS,AMD,Ryzen 7,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,111000,0
ASUS,AMD,Ryzen 7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,84970,3
HP,AMD,Ryzen 7,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,No,Yes,75990,4.5
acer,AMD,Ryzen 7,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,No,No,89990,4.4
acer,AMD,Ryzen 7,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,No,No,81990,4.5
Lenovo,AMD,Ryzen 7,4 GB GB,DDR4,512 GB,1024 GB,Windows,32-bit,0,Casual,No,No,80490,0
ASUS,AMD,Ryzen 9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,135990,0
ASUS,AMD,Ryzen 9,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,0,Casual,No,No,154990,4.6
ASUS,AMD,Ryzen 9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,No,Yes,199990,4.7
ASUS,AMD,Ryzen 9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,114990,4.6
ASUS,AMD,Ryzen 9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,Yes,129990,4.3
ASUS,AMD,Ryzen 9,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Yes,Yes,114990,4.3
MSI,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,146990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,104990,4.5
ASUS,AMD,Ryzen 9,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Yes,No,114990,4.7
ASUS,AMD,Ryzen 9,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Yes,Yes,124990,5
ASUS,AMD,Ryzen 9,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,134990,0
HP,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,No,Yes,141990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,129990,0
ASUS,AMD,Ryzen 9,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Yes,Yes,142990,4
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,121990,0
ASUS,AMD,Ryzen 9,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Yes,Yes,124990,4.2
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,141990,4.2
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,162990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,130500,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,116990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,No,No,138990,0
ASUS,AMD,Ryzen 9,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,Yes,Yes,234990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,135990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,144990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,149990,0
ASUS,AMD,Ryzen 9,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,142990,0
SAMSUNG,Qualcomm,Snapdragon 7c,4 GB GB,LPDDR4X,0 GB,512 GB,Windows,32-bit,0,Casual,No,No,38990,0
Lenovo,AMD,Ryzen 5,8 GB GB,DDR4,512 GB,0 GB,DOS,64-bit,0,ThinNlight,No,No,57490,4.2
